EXPEDIENT;DISTRICTE;BARRI;TIPUS_CARRER;CARRER;TIPUS_NUM;NUM1;LLETRA1;NUM2;LLETRA2;BLOC;PORTAL;ESCALA;PIS;PORTA
10-2010-0613;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;PG;GARCIA FARIA;1;81;;;;;;;17;6
10-2009-0279;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;PG;GARCIA FARIA;1;81;;;;;;;21;2
10-2012-0386;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;PG;GARCIA FARIA;1;81;;;;;;E;23;3
10-2012-0594;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;PG;GARCIA FARIA;1;83;;;;;;;03;2
09-2014-0053;Sant Andreu;el Congrés i els Indians;C;GARCILASO;1;207;;;;;;;AT;1
07-2014-0296;Horta-Guinardó;el Guinardó;PTGE;GARROFERS;2;8;;;;;;;EN;3
02-2012-1112;Eixample;la Sagrada Família;AV;GAUDI;2;2;;;;;;;06;4
02-2013-2374;Eixample;la Sagrada Família;AV;GAUDI;2;2;;4;;;;;04;4
02-2014-1721;Eixample;la Sagrada Família;AV;GAUDI;1;5;;7;;;;;03;1
02-2014-1146;Eixample;la Sagrada Família;AV;GAUDI;2;8;;;;;;;01;1
02-2012-1090;Eixample;la Sagrada Família;AV;GAUDI;2;8;;;;;;;01;1B
02-2014-1155;Eixample;la Sagrada Família;AV;GAUDI;2;8;;;;;;;01;2
02-2013-0454;Eixample;la Sagrada Família;AV;GAUDI;2;8;;;;;;;02;2
02-2012-1092;Eixample;la Sagrada Família;AV;GAUDI;2;8;;;;;;;03;2
02-2013-0458;Eixample;la Sagrada Família;AV;GAUDI;2;8;;;;;;;04;1B
02-2012-1091;Eixample;la Sagrada Família;AV;GAUDI;2;8;;;;;;;04;2B
02-2012-1093;Eixample;la Sagrada Família;AV;GAUDI;2;8;;;;;;;05;1
02-2013-0456;Eixample;la Sagrada Família;AV;GAUDI;2;8;;;;;;;EN;1
02-2014-1152;Eixample;la Sagrada Família;AV;GAUDI;2;8;;;;;;;EN;2
02-2013-0457;Eixample;la Sagrada Família;AV;GAUDI;2;8;;;;;;;EN;2B
02-2013-0455;Eixample;la Sagrada Família;AV;GAUDI;2;8;;;;;;;PR;1
02-2012-1086;Eixample;la Sagrada Família;AV;GAUDI;2;8;;;;;;;PR;1B
02-2012-1089;Eixample;la Sagrada Família;AV;GAUDI;2;8;;;;;;;PR;2
02-2012-1087;Eixample;la Sagrada Família;AV;GAUDI;2;8;;;;;;;PR;2B
02-2012-1847;Eixample;la Sagrada Família;AV;GAUDI;2;14;;;;;;;01;1
02-2012-1851;Eixample;la Sagrada Família;AV;GAUDI;2;14;;;;;;;01;2
02-2009-1128;Eixample;la Sagrada Família;AV;GAUDI;2;14;;;;;;;02;1
02-2012-1852;Eixample;la Sagrada Família;AV;GAUDI;2;14;;;;;;;02;2
02-2009-1130;Eixample;la Sagrada Família;AV;GAUDI;2;14;;;;;;;03;1
02-2012-1845;Eixample;la Sagrada Família;AV;GAUDI;2;14;;;;;;;03;2
02-2009-1129;Eixample;la Sagrada Família;AV;GAUDI;2;14;;;;;;;04;1
02-2009-1167;Eixample;la Sagrada Família;AV;GAUDI;2;14;;;;;;;04;2
02-2009-1113;Eixample;la Sagrada Família;AV;GAUDI;2;14;;;;;;;EN;1
02-2012-1848;Eixample;la Sagrada Família;AV;GAUDI;2;14;;;;;;;EN;2
02-2009-1112;Eixample;la Sagrada Família;AV;GAUDI;2;14;;;;;;;PR;1
02-2012-1850;Eixample;la Sagrada Família;AV;GAUDI;2;14;;;;;;;PR;2
02-2013-1837;Eixample;la Sagrada Família;AV;GAUDI;2;16;;;;;;;02;1
02-2013-0720;Eixample;la Sagrada Família;AV;GAUDI;1;21;;23;;;;;04;3
02-2014-1295;Eixample;la Sagrada Família;AV;GAUDI;2;26;;28;;;;;01;1
02-2013-0062;Eixample;la Sagrada Família;AV;GAUDI;2;26;;28;;;;;01;2
02-2012-0925;Eixample;la Sagrada Família;AV;GAUDI;2;26;;28;;;;;02;2
02-2011-1097;Eixample;la Sagrada Família;AV;GAUDI;2;26;;28;;;;A;02;3
02-2014-1292;Eixample;la Sagrada Família;AV;GAUDI;2;26;;28;;;;;03;2
02-2011-1098;Eixample;la Sagrada Família;AV;GAUDI;2;26;;28;;;;A;03;3
02-2014-1287;Eixample;la Sagrada Família;AV;GAUDI;2;26;;28;;;;;04;3
02-2012-0136;Eixample;la Sagrada Família;AV;GAUDI;2;26;;28;;;;;05;1
02-2012-0137;Eixample;la Sagrada Família;AV;GAUDI;2;26;;28;;;;;05;2
02-2011-1122;Eixample;la Sagrada Família;AV;GAUDI;2;26;;28;;;;;05;3
02-2014-1283;Eixample;la Sagrada Família;AV;GAUDI;2;26;;28;;;;;AT;1
02-2013-0061;Eixample;la Sagrada Família;AV;GAUDI;2;26;;28;;;;;AT;2
02-2012-0134;Eixample;la Sagrada Família;AV;GAUDI;2;26;;28;;;;;EN;1
02-2012-0135;Eixample;la Sagrada Família;AV;GAUDI;2;26;;28;;;;;EN;2
02-2013-1919;Eixample;la Sagrada Família;AV;GAUDI;1;27;;29;;;;;03;4
02-2013-0282;Eixample;la Sagrada Família;AV;GAUDI;1;27;;29;;;;;04;4
02-2013-1391;Eixample;la Sagrada Família;AV;GAUDI;1;27;;29;;;;;06;2
02-2013-0907;Eixample;la Sagrada Família;AV;GAUDI;1;27;;29;;;;;AT;2
02-2011-1096;Eixample;la Sagrada Família;AV;GAUDI;2;28;;28;;;;A;02;1
02-2011-1341;Eixample;la Sagrada Família;AV;GAUDI;2;28;;28;;;;;PR;3
02-2014-0729;Eixample;la Sagrada Família;AV;GAUDI;1;31;;;;;;;02;3
02-2014-0726;Eixample;la Sagrada Família;AV;GAUDI;1;31;;;;;;;02;4
02-2014-0727;Eixample;la Sagrada Família;AV;GAUDI;1;31;;;;;;;04;2
02-2014-0723;Eixample;la Sagrada Família;AV;GAUDI;1;31;;;;;;;06;4
02-2014-0724;Eixample;la Sagrada Família;AV;GAUDI;1;31;;;;;;;AT;4
02-2012-1818;Eixample;la Sagrada Família;AV;GAUDI;2;36;;;;;;;05;1
02-2013-0247;Eixample;la Sagrada Família;AV;GAUDI;1;37;;;;;;;04;4
02-2013-1374;Eixample;la Sagrada Família;AV;GAUDI;1;37;;;;;;;05;3
02-2013-1269;Eixample;la Sagrada Família;AV;GAUDI;2;42;;;;;;;01;1
02-2013-2157;Eixample;la Sagrada Família;AV;GAUDI;2;42;;;;;;;06;3
02-2014-0746;Eixample;la Sagrada Família;AV;GAUDI;1;43;;;;;;;01;2
02-2013-2416;Eixample;la Sagrada Família;AV;GAUDI;2;44;;;;;;;01;2
02-2013-0704;Eixample;la Sagrada Família;AV;GAUDI;2;44;;;;;;;01;3
02-2013-0702;Eixample;la Sagrada Família;AV;GAUDI;2;44;;;;;;;02;3
02-2013-1557;Eixample;la Sagrada Família;AV;GAUDI;2;44;;;;;;;05;1
02-2014-1807;Eixample;la Sagrada Família;AV;GAUDI;2;44;;;;;;;05;3
02-2013-0705;Eixample;la Sagrada Família;AV;GAUDI;2;44;;;;;;;BJ;1
02-2014-0618;Eixample;la Sagrada Família;AV;GAUDI;1;45;;;;;;;02;1
02-2014-1785;Eixample;la Sagrada Família;AV;GAUDI;1;45;;;;;;;03;3
02-2014-0274;Eixample;la Sagrada Família;AV;GAUDI;1;45;;;;;;;EN;
02-2014-0335;Eixample;la Sagrada Família;AV;GAUDI;1;51;;;;;;;01;1
02-2014-0566;Eixample;la Sagrada Família;AV;GAUDI;1;51;;53;;;;;EN;1
02-2013-2043;Eixample;la Sagrada Família;AV;GAUDI;1;51;;53;;;;;EN;2
02-2012-1436;Eixample;la Sagrada Família;AV;GAUDI;2;52;;;;;;;BJ;
02-2013-2258;Eixample;la Sagrada Família;AV;GAUDI;1;63;;;;;;;03;1
02-2012-1341;Eixample;la Sagrada Família;AV;GAUDI;2;64;;;;;;;01;2
02-2009-0390;Eixample;la Sagrada Família;AV;GAUDI;2;66;;;;;;;01;1
02-2008-0656;Eixample;la Sagrada Família;AV;GAUDI;2;66;;;;;;;01;3
02-2014-1477;Eixample;la Sagrada Família;AV;GAUDI;1;73;;;;;;;04;2
02-2014-0331;Eixample;la Sagrada Família;AV;GAUDI;1;79;;;;;;;03;3
02-2014-2124;Eixample;la Sagrada Família;AV;GAUDI;1;87;;;;;;;02;B
02-2014-0396;Eixample;la Sagrada Família;AV;GAUDI;1;87;;;;;;;05;
03-2010-0270;Sants-Montjuïc;la Bordeta;C;GAVA;2;8;;;;;;;01;2
03-2010-0271;Sants-Montjuïc;la Bordeta;C;GAVA;2;8;;;;;;;02;1
03-2010-0272;Sants-Montjuïc;la Bordeta;C;GAVA;2;8;;;;;;;02;2
03-2010-0273;Sants-Montjuïc;la Bordeta;C;GAVA;2;8;;;;;;;03;2
03-2010-0274;Sants-Montjuïc;la Bordeta;C;GAVA;2;8;;;;;;;04;1
03-2010-0275;Sants-Montjuïc;la Bordeta;C;GAVA;2;8;;;;;;;04;2
03-2014-0684;Sants-Montjuïc;la Bordeta;C;GAVA;2;24;;;;;;;02;4
03-2014-0476;Sants-Montjuïc;la Bordeta;C;GAVA;2;32;;;;;;;01;1
03-2014-0420;Sants-Montjuïc;la Bordeta;C;GAVA;2;32;;;;;;;01;2
03-2014-0421;Sants-Montjuïc;la Bordeta;C;GAVA;2;32;;;;;;;01;3
03-2014-0408;Sants-Montjuïc;la Bordeta;C;GAVA;2;32;;;;;;;02;1
03-2014-0470;Sants-Montjuïc;la Bordeta;C;GAVA;2;32;;;;;;;02;2
03-2014-0471;Sants-Montjuïc;la Bordeta;C;GAVA;2;32;;;;;;;02;3
03-2014-0472;Sants-Montjuïc;la Bordeta;C;GAVA;2;32;;;;;;;03;1
03-2014-0404;Sants-Montjuïc;la Bordeta;C;GAVA;2;32;;;;;;;03;2
03-2014-0414;Sants-Montjuïc;la Bordeta;C;GAVA;2;32;;;;;;;04;1
03-2014-0407;Sants-Montjuïc;la Bordeta;C;GAVA;2;32;;;;;;;04;2
03-2014-0410;Sants-Montjuïc;la Bordeta;C;GAVA;2;32;;;;;;;BJ;1
03-2014-0419;Sants-Montjuïc;la Bordeta;C;GAVA;2;32;;;;;;;BJ;2
03-2014-0417;Sants-Montjuïc;la Bordeta;C;GAVA;2;32;;;;;;;BJ;3
03-2014-0416;Sants-Montjuïc;la Bordeta;C;GAVA;2;32;;;;;;;EN;1
03-2014-0424;Sants-Montjuïc;la Bordeta;C;GAVA;2;32;;;;;;;EN;2
10-2014-0156;Sant Martí;la Vila Olímpica del Poblenou;PTGE;GENERAL BASSOLS;2;24;;;;;;;01;
10-2014-0157;Sant Martí;la Vila Olímpica del Poblenou;PTGE;GENERAL BASSOLS;2;26;;;;;;;01;
10-2014-0158;Sant Martí;la Vila Olímpica del Poblenou;PTGE;GENERAL BASSOLS;2;26;;;;;;;03;
05-2014-0026;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;7;;;;;;;01;3
05-2013-0081;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;7;;;;;;;01;6
05-2014-0284;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;7;;;;;;;02;1
05-2014-0292;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;7;;;;;;;02;2
05-2014-0028;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;7;;;;;;;02;4
05-2014-0343;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;7;;;;;;;03;1
05-2014-0283;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;7;;;;;;;04;2
05-2013-0353;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;7;;;;;;;05;1
05-2013-0354;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;7;;;;;;;05;2
05-2014-0027;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;7;;;;;;;05;4
05-2012-0405;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;7;;;;;;;06;1
05-2014-0291;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;7;;;;;;;08;3
05-2012-0406;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;7;;;;;;;09;3
05-2014-0342;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;7;;;;;;;09;4
05-2014-0024;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;7;;;;;;;10;2
05-2013-0079;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;7;;;;;;;11;1
05-2012-0456;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;15;;17;;;;A;09;2
05-2014-0268;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;27;;;;;;;EN;2
05-2014-0234;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;59;;;;;;;03;2
05-2013-0113;Sarrià-Sant Gervasi;les Tres Torres;RDA;GENERAL MITRE;1;65;;;;;;;01;4
05-2013-0197;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;RDA;GENERAL MITRE;1;93;;;;;;;EN;1
05-2013-0002;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;RDA;GENERAL MITRE;2;132;;;;;;;AT;4
05-2012-0479;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;RDA;GENERAL MITRE;2;164;;;;;;;05;3
05-2014-0219;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;188;B;;;;;;AT;
05-2013-0093;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;1;189;;;;;;;07;1
05-2013-0267;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;212;;;;;;;05;4
05-2008-0329;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;226;;;;;;;01;2
05-2008-0330;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;226;;;;;;;02;2
05-2008-0332;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;226;;;;;;;02;3
05-2008-0334;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;226;;;;;;;02;4
05-2013-0162;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;238;;;;;;;01;1
05-2013-0164;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;238;;;;;;;01;2
05-2013-0165;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;238;;;;;;;01;3
05-2013-0166;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;238;;;;;;;02;1
05-2013-0167;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;238;;;;;;;02;2
05-2013-0171;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;238;;;;;;;02;3
05-2013-0172;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;238;;;;;;;03;1
05-2013-0173;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;238;;;;;;;03;2
05-2013-0174;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;238;;;;;;;03;3
05-2013-0177;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;238;;;;;;;04;1
05-2013-0178;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;238;;;;;;;04;2
05-2013-0161;Sarrià-Sant Gervasi;el Putxet i el Farró;RDA;GENERAL MITRE;2;238;;;;;;;BJ;1
07-2014-0219;Horta-Guinardó;el Guinardó;C;GENOVA;1;29;;;;;;;SO;2
04-2012-0233;Les Corts;les Corts;C;GERARD PIERA;1;5;;11;;;;;BJ;1
04-2012-0227;Les Corts;les Corts;C;GERARD PIERA;1;5;;11;;;;;BJ;2
04-2012-0228;Les Corts;les Corts;C;GERARD PIERA;1;5;;11;;;;;BJ;3
04-2012-0234;Les Corts;les Corts;C;GERARD PIERA;1;5;;11;;;;;BJ;5
04-2012-0235;Les Corts;les Corts;C;GERARD PIERA;1;5;;11;;;;;BJ;6
04-2012-0236;Les Corts;les Corts;C;GERARD PIERA;1;5;;11;;;;;BJ;7
04-2012-0232;Les Corts;les Corts;C;GERARD PIERA;1;5;;11;;;;;BJ;8
04-2010-0244;Les Corts;les Corts;C;GERARD PIERA;1;13;;15;;;;;BJ;J
10-2014-0732;Sant Martí;el Besòs i el Maresme;PL;GERMANS SERRA;1;3;;;;;;D;02;1
10-2014-0917;Sant Martí;el Besòs i el Maresme;PL;GERMANS SERRA;1;3;;;;;;;03;4
10-2014-0734;Sant Martí;el Besòs i el Maresme;PL;GERMANS SERRA;1;3;;;;;;;09;3
10-2014-0694;Sant Martí;el Besòs i el Maresme;PL;GERMANS SERRA;2;6;;;;;;D;09;3
01-2013-0315;Ciutat Vella;el Barri Gòtic;C;GIGNAS;1;17;;19;;;;;02;4
03-2010-0375;Sants-Montjuïc;la Font de la Guatlla;C;GIMBERNAT;2;8;;;;;;;01;3
03-2013-0719;Sants-Montjuïc;la Font de la Guatlla;C;GIMBERNAT;2;8;;;;;;;05;1
01-2013-0765;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;GIRALT EL PELLISSER;2;8;;;;;;;05;
07-2008-0227;Horta-Guinardó;el Guinardó;PTGE;GIRA-SOL;1;5;;;;;;;3;4
02-2013-0095;Eixample;la Dreta de l'Eixample;C;GIRONA;1;15;;;;;;;01;
02-2008-1110;Eixample;la Dreta de l'Eixample;C;GIRONA;1;15;;;;;;;02;1
02-2008-1111;Eixample;la Dreta de l'Eixample;C;GIRONA;1;15;;;;;;;02;2
02-2014-0972;Eixample;la Dreta de l'Eixample;C;GIRONA;1;15;;;;;;;04;2
02-2012-1936;Eixample;la Dreta de l'Eixample;C;GIRONA;1;15;;;;;;;AT;
02-2008-1103;Eixample;la Dreta de l'Eixample;C;GIRONA;1;15;;;;;;;PR;1
02-2008-1104;Eixample;la Dreta de l'Eixample;C;GIRONA;1;15;;;;;;;PR;2
02-2014-0648;Eixample;la Dreta de l'Eixample;C;GIRONA;1;17;;;;;;;01;1
02-2014-0650;Eixample;la Dreta de l'Eixample;C;GIRONA;1;17;;;;;;;01;2
02-2014-0652;Eixample;la Dreta de l'Eixample;C;GIRONA;1;17;;;;;;;02;1
02-2014-0653;Eixample;la Dreta de l'Eixample;C;GIRONA;1;17;;;;;;;02;2
02-2014-0646;Eixample;la Dreta de l'Eixample;C;GIRONA;1;17;;;;;;;EN;1
02-2014-0647;Eixample;la Dreta de l'Eixample;C;GIRONA;1;17;;;;;;;EN;2
02-2014-0502;Eixample;la Dreta de l'Eixample;C;GIRONA;1;17;;;;;;;PR;1
02-2014-1227;Eixample;la Dreta de l'Eixample;C;GIRONA;2;24;;;;;;;02;2
02-2012-0308;Eixample;la Dreta de l'Eixample;C;GIRONA;1;27;;;;;;;01;1A
02-2012-0487;Eixample;la Dreta de l'Eixample;C;GIRONA;1;27;;;;;;;01;1B
02-2014-0834;Eixample;la Dreta de l'Eixample;C;GIRONA;1;33;;;;;;;05;2
02-2013-0020;Eixample;la Dreta de l'Eixample;C;GIRONA;2;36;;;;;;;04;
02-2014-0975;Eixample;la Dreta de l'Eixample;C;GIRONA;1;39;;;;;;;03;2
02-2013-2444;Eixample;la Dreta de l'Eixample;C;GIRONA;2;46;;;;;;;02;1
02-2013-0524;Eixample;la Dreta de l'Eixample;C;GIRONA;2;46;;;;;;;02;2
02-2013-2443;Eixample;la Dreta de l'Eixample;C;GIRONA;2;46;;;;;;;03;1
02-2012-1666;Eixample;la Dreta de l'Eixample;C;GIRONA;2;74;;;;;;;05;1
02-2012-1667;Eixample;la Dreta de l'Eixample;C;GIRONA;2;74;;;;;;;05;2
02-2014-1379;Eixample;la Dreta de l'Eixample;C;GIRONA;1;79;;;;;;;03;2
02-2012-1307;Eixample;la Dreta de l'Eixample;C;GIRONA;2;80;;;;;;;01;1
02-2012-1306;Eixample;la Dreta de l'Eixample;C;GIRONA;2;80;;;;;;;01;2
02-2012-1305;Eixample;la Dreta de l'Eixample;C;GIRONA;2;80;;;;;;;01;3
02-2012-1304;Eixample;la Dreta de l'Eixample;C;GIRONA;2;80;;;;;;;02;1
02-2012-1303;Eixample;la Dreta de l'Eixample;C;GIRONA;2;80;;;;;;;02;2
02-2012-1302;Eixample;la Dreta de l'Eixample;C;GIRONA;2;80;;;;;;;02;3
02-2012-1301;Eixample;la Dreta de l'Eixample;C;GIRONA;2;80;;;;;;;03;1
02-2012-1300;Eixample;la Dreta de l'Eixample;C;GIRONA;2;80;;;;;;;03;2
02-2012-1299;Eixample;la Dreta de l'Eixample;C;GIRONA;2;80;;;;;;;03;3
02-2012-1298;Eixample;la Dreta de l'Eixample;C;GIRONA;2;80;;;;;;;04;1
02-2012-1297;Eixample;la Dreta de l'Eixample;C;GIRONA;2;80;;;;;;;04;2
02-2012-1296;Eixample;la Dreta de l'Eixample;C;GIRONA;2;80;;;;;;;04;3
02-2012-1295;Eixample;la Dreta de l'Eixample;C;GIRONA;2;80;;;;;;;05;1
02-2012-1294;Eixample;la Dreta de l'Eixample;C;GIRONA;2;80;;;;;;;05;2
02-2012-1310;Eixample;la Dreta de l'Eixample;C;GIRONA;2;80;;;;;;;05;3
02-2012-1308;Eixample;la Dreta de l'Eixample;C;GIRONA;2;80;;;;;;;BJ;1
02-2012-1309;Eixample;la Dreta de l'Eixample;C;GIRONA;2;80;;;;;;;BJ;2
02-2014-0616;Eixample;la Dreta de l'Eixample;C;GIRONA;1;85;;;;;;;04;
02-2014-1814;Eixample;la Dreta de l'Eixample;C;GIRONA;2;88;;;;;;;03;2
02-2008-0898;Eixample;la Dreta de l'Eixample;C;GIRONA;1;97;;;;;;;01;2
02-2008-0899;Eixample;la Dreta de l'Eixample;C;GIRONA;1;97;;;;;;;01;3
02-2014-0204;Eixample;la Dreta de l'Eixample;C;GIRONA;1;97;;;;;;;02;2
02-2008-0900;Eixample;la Dreta de l'Eixample;C;GIRONA;1;97;;;;;;;02;3
02-2008-0919;Eixample;la Dreta de l'Eixample;C;GIRONA;1;97;;;;;;;02;4
02-2008-0920;Eixample;la Dreta de l'Eixample;C;GIRONA;1;97;;;;;;;03;2
02-2008-0921;Eixample;la Dreta de l'Eixample;C;GIRONA;1;97;;;;;;;03;3
02-2008-0922;Eixample;la Dreta de l'Eixample;C;GIRONA;1;97;;;;;;;03;4
02-2014-0203;Eixample;la Dreta de l'Eixample;C;GIRONA;1;97;;;;;;;04;3
02-2008-0923;Eixample;la Dreta de l'Eixample;C;GIRONA;1;97;;;;;;;04;4
02-2008-0924;Eixample;la Dreta de l'Eixample;C;GIRONA;1;97;;;;;;;AT;1
02-2008-0925;Eixample;la Dreta de l'Eixample;C;GIRONA;1;97;;;;;;;AT;2
02-2008-0892;Eixample;la Dreta de l'Eixample;C;GIRONA;1;97;;;;;;;PR;1
02-2008-0890;Eixample;la Dreta de l'Eixample;C;GIRONA;1;97;;;;;;;PR;2
02-2008-0891;Eixample;la Dreta de l'Eixample;C;GIRONA;1;97;;;;;;;PR;4
02-2008-0878;Eixample;la Dreta de l'Eixample;C;GIRONA;1;99;;;;;;;01;1
02-2012-0514;Eixample;la Dreta de l'Eixample;C;GIRONA;1;99;;;;;;;03;1
02-2014-0266;Eixample;la Dreta de l'Eixample;C;GIRONA;1;101;;;;;;;EN;3
02-2008-1108;Eixample;la Dreta de l'Eixample;C;GIRONA;1;103;;;;;;;03;2
02-2014-0837;Eixample;la Dreta de l'Eixample;C;GIRONA;2;108;;;;;;;04;2
02-2013-0065;Eixample;la Dreta de l'Eixample;C;GIRONA;2;108;;;;;;;05;1
02-2011-0544;Eixample;la Dreta de l'Eixample;C;GIRONA;2;110;;;;;;;01;1
02-2011-0545;Eixample;la Dreta de l'Eixample;C;GIRONA;2;110;;;;;;;01;2
02-2011-0546;Eixample;la Dreta de l'Eixample;C;GIRONA;2;110;;;;;;;01;3
02-2011-0547;Eixample;la Dreta de l'Eixample;C;GIRONA;2;110;;;;;;;02;1
02-2011-0548;Eixample;la Dreta de l'Eixample;C;GIRONA;2;110;;;;;;;02;2
02-2011-0549;Eixample;la Dreta de l'Eixample;C;GIRONA;2;110;;;;;;;02;3
02-2011-0550;Eixample;la Dreta de l'Eixample;C;GIRONA;2;110;;;;;;;03;1
02-2011-0551;Eixample;la Dreta de l'Eixample;C;GIRONA;2;110;;;;;;;03;2
02-2011-0552;Eixample;la Dreta de l'Eixample;C;GIRONA;2;110;;;;;;;03;3
02-2011-0553;Eixample;la Dreta de l'Eixample;C;GIRONA;2;110;;;;;;;04;1
02-2011-0554;Eixample;la Dreta de l'Eixample;C;GIRONA;2;110;;;;;;;04;2
02-2011-0555;Eixample;la Dreta de l'Eixample;C;GIRONA;2;110;;;;;;;04;3
02-2011-0557;Eixample;la Dreta de l'Eixample;C;GIRONA;2;110;;;;;;;05;1
02-2011-0558;Eixample;la Dreta de l'Eixample;C;GIRONA;2;110;;;;;;;05;2
02-2011-0559;Eixample;la Dreta de l'Eixample;C;GIRONA;2;110;;;;;;;05;3
02-2013-0404;Eixample;la Dreta de l'Eixample;C;GIRONA;1;111;;;;;;;01;1A
02-2013-0405;Eixample;la Dreta de l'Eixample;C;GIRONA;1;111;;;;;;;01;1B
02-2010-0273;Eixample;la Dreta de l'Eixample;C;GIRONA;2;112;;;;;;;01;3
02-2011-0237;Eixample;la Dreta de l'Eixample;C;GIRONA;2;132;;;;;;;04;1
02-2013-0918;Eixample;la Dreta de l'Eixample;C;GIRONA;2;150;;;;;;;04;5
02-2014-0784;Eixample;la Dreta de l'Eixample;C;GIRONA;1;167;;169;;;;;01;1
02-2014-0782;Eixample;la Dreta de l'Eixample;C;GIRONA;1;167;;169;;;;;01;2
02-2014-0772;Eixample;la Dreta de l'Eixample;C;GIRONA;1;167;;169;;;;;02;1
02-2014-0780;Eixample;la Dreta de l'Eixample;C;GIRONA;1;167;;169;;;;;02;2
02-2014-0771;Eixample;la Dreta de l'Eixample;C;GIRONA;1;167;;169;;;;;03;1
02-2014-0796;Eixample;la Dreta de l'Eixample;C;GIRONA;1;167;;169;;;;;03;2
02-2014-0778;Eixample;la Dreta de l'Eixample;C;GIRONA;1;167;;169;;;;;04;1
02-2014-0777;Eixample;la Dreta de l'Eixample;C;GIRONA;1;167;;169;;;;;04;2
02-2014-0776;Eixample;la Dreta de l'Eixample;C;GIRONA;1;167;;169;;;;;PR;1
02-2014-0775;Eixample;la Dreta de l'Eixample;C;GIRONA;1;167;;169;;;;;PR;2
06-2014-0079;Gràcia;Vallcarca i els Penitents;BDA;GLORIA;2;6;;8;;;;A;02;3
06-2013-0111;Gràcia;Vallcarca i els Penitents;C;GOMIS;1;19;;19;B;;;;PR;
05-2014-0460;Sarrià-Sant Gervasi;les Tres Torres;C;GOSOL;1;5;;;;;;;BJ;2
06-2010-0071;Gràcia;la Vila de Gràcia;C;GOYA;1;7;;;;;;;01;2
06-2012-0231;Gràcia;la Vila de Gràcia;C;GOYA;1;7;;;;;;;02;1
06-2010-0072;Gràcia;la Vila de Gràcia;C;GOYA;1;7;;;;;;;02;2
06-2013-0757;Gràcia;la Vila de Gràcia;C;GOYA;1;11;;;;;;;02;2
